Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
Armadale,2,620000,6.3,3143,3,1,1,0,98,1970,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,3,1900000,6.3,3143,3,1,2,328,108,1900,-37.8559,145.0158,Southern Metropolitan,4836
Armadale,1,315000,6.3,3143,1,1,1,0,,,-37.8575,145.0174,Southern Metropolitan,4836
Armadale,1,450000,6.3,3143,1,1,1,0,,,-37.8509,145.0203,Southern Metropolitan,4836
Armadale,2,710000,6.3,3143,2,1,1,2471,80,1970,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,2,872000,6.3,3143,2,1,1,1194,,1953,-37.8604,145.0147,Southern Metropolitan,4836
Armadale,2,598000,6.3,3143,2,1,1,0,88,1970,-37.8593,145.0156,Southern Metropolitan,4836
Armadale,3,1285000,6.3,3143,3,1,2,186,80,1920,-37.8554,145.0173,Southern Metropolitan,4836
Armadale,4,3660000,6.3,3143,4,3,2,421,,,-37.8593,145.0275,Southern Metropolitan,4836
Armadale,2,520000,6.3,3143,1,1,1,0,76,1970,-37.8618,145.0183,Southern Metropolitan,4836
Armadale,4,3625000,6.3,3143,4,1,2,709,251,1900,-37.8574,145.016,Southern Metropolitan,4836
Armadale,4,4200000,6.3,3143,4,3,3,563,333,2000,-37.8582,145.0138,Southern Metropolitan,4836
Armadale,3,1101000,6.3,3143,3,1,2,103,3,2000,-37.8542,145.0135,Southern Metropolitan,4836
Armadale,3,3512500,6.3,3143,3,2,2,617,285,1998,-37.8557,145.0264,Southern Metropolitan,4836
Armadale,4,2000000,6.3,3143,4,3,4,544,,,-37.8611,145.0195,Southern Metropolitan,4836
Armadale,3,869000,6.3,3143,2,1,1,0,91,1940,-37.853,145.0264,Southern Metropolitan,4836
Armadale,5,2810000,6.3,3143,5,2,2,617,,,-37.8611,145.0271,Southern Metropolitan,4836
Armadale,2,565000,6.3,3143,3,1,1,0,,,-37.8573,145.0112,Southern Metropolitan,4836
Armadale,1,567000,6.3,3143,1,1,1,0,53,2013,-37.8549,145.0113,Southern Metropolitan,4836
Armadale,2,546000,6.3,3143,2,0,0,0,,,-37.8568,145.0161,Southern Metropolitan,4836
Armadale,2,471500,6.3,3143,2,1,1,0,,1980,-37.8503,145.0185,Southern Metropolitan,4836
Ascot Vale,2,455000,5.9,3032,3,1,2,0,,,-37.7756,144.9165,Western Metropolitan,6567
Ascot Vale,3,940000,5.9,3032,3,1,2,298,108,1920,-37.7777,144.9195,Western Metropolitan,6567
Ascot Vale,2,467000,5.9,3032,2,1,1,0,62,1980,-37.7761,144.9201,Western Metropolitan,6567
Ascot Vale,3,1380000,5.9,3032,3,2,2,277,174,1910,-37.7777,144.9221,Western Metropolitan,6567
Ascot Vale,2,490000,5.9,3032,2,1,1,423,62,1970,-37.7736,144.9015,Western Metropolitan,6567
Ascot Vale,4,1850000,5.9,3032,4,3,1,478,270,1900,-37.7729,144.9179,Western Metropolitan,6567
Ascot Vale,3,1284000,5.9,3032,3,1,2,623,,1938,-37.7758,144.9089,Western Metropolitan,6567
Ascot Vale,3,971000,5.9,3032,3,2,2,285,128,1900,-37.775,144.9091,Western Metropolitan,6567
Ascot Vale,2,710000,5.9,3032,2,1,1,214,77,1890,-37.7776,144.9142,Western Metropolitan,6567
Ascot Vale,6,2425000,5.9,3032,6,3,2,1014,435,1887,-37.7721,144.9184,Western Metropolitan,6567
Ascot Vale,2,750000,5.9,3032,2,1,1,226,92,1920,-37.7745,144.9093,Western Metropolitan,6567
Ascot Vale,2,1053000,5.9,3032,2,1,1,269,109,1900,-37.7748,144.929,Western Metropolitan,6567
Ascot Vale,3,1377000,5.9,3032,3,1,1,417,168,1900,-37.7756,144.9208,Western Metropolitan,6567
Ascot Vale,3,970000,5.9,3032,3,1,2,350,125,1904,-37.7759,144.91,Western Metropolitan,6567
Ascot Vale,2,940000,5.9,3032,2,1,1,330,,,-37.773,144.9049,Western Metropolitan,6567
Ascot Vale,2,751000,5.9,3032,2,1,1,118,79,1890,-37.7807,144.9288,Western Metropolitan,6567
Ascot Vale,2,950000,5.9,3032,2,1,1,173,102,1900,-37.7731,144.9206,Western Metropolitan,6567
Ascot Vale,2,685000,5.9,3032,2,1,2,228,90,1995,-37.7718,144.9066,Western Metropolitan,6567
Ascot Vale,3,1230000,5.9,3032,4,1,2,594,148,1960,-37.7819,144.9064,Western Metropolitan,6567
Ascot Vale,2,636500,5.9,3032,2,1,1,0,,,-37.7738,144.9345,Western Metropolitan,6567
Ascot Vale,3,910000,5.9,3032,3,1,0,317,,,-37.7746,144.9112,Western Metropolitan,6567
Ascot Vale,2,770000,5.9,3032,2,1,1,226,87,1900,-37.7774,144.9186,Western Metropolitan,6567
Ascot Vale,3,960000,5.9,3032,3,2,2,229,,2011,-37.7778,144.9065,Western Metropolitan,6567
Ascot Vale,4,890000,5.9,3032,4,1,1,300,185,1890,-37.7766,144.9143,Western Metropolitan,6567
Ascot Vale,2,965000,5.9,3032,2,1,1,170,,,-37.7732,144.9206,Western Metropolitan,6567
Ascot Vale,3,1440000,5.9,3032,3,1,1,487,131,1900,-37.7725,144.9146,Western Metropolitan,6567
Ascot Vale,2,955000,5.9,3032,2,1,0,255,,,-37.7825,144.9208,Western Metropolitan,6567
Ascot Vale,2,450000,5.9,3032,2,1,1,0,,2010,-37.7731,144.9074,Western Metropolitan,6567
Ascot Vale,3,801000,5.9,3032,3,1,2,431,,1950,-37.781,144.9207,Western Metropolitan,6567
Ascot Vale,3,1000000,5.9,3032,3,2,2,440,120,1955,-37.7746,144.9031,Western Metropolitan,6567
Ascot Vale,3,1435000,5.9,3032,3,2,2,532,147,1950,-37.7737,144.904,Western Metropolitan,6567
Ascot Vale,1,390000,5.9,3032,1,1,1,0,58,1972,-37.7723,144.9094,Western Metropolitan,6567
Ascot Vale,3,1425000,5.9,3032,3,2,2,495,139,1920,-37.7821,144.9055,Western Metropolitan,6567
Ascot Vale,4,1340000,5.9,3032,3,2,2,683,232,1978,-37.775,144.932,Western Metropolitan,6567
Ascot Vale,3,955000,5.9,3032,3,1,1,263,117,1910,-37.7753,144.9116,Western Metropolitan,6567
Ascot Vale,4,1100000,5.9,3032,4,2,5,559,195,1920,-37.7791,144.9136,Western Metropolitan,6567
Ascot Vale,3,1255000,5.9,3032,3,2,2,308,,,-37.7759,144.9338,Western Metropolitan,6567
Ascot Vale,2,432000,5.9,3032,2,1,1,0,62,1978,-37.773,144.9303,Western Metropolitan,6567
Ascot Vale,4,1640000,5.9,3032,4,3,2,562,204,1890,-37.782,144.903,Western Metropolitan,6567
Ascot Vale,6,1430000,5.9,3032,4,2,1,461,286,1900,-37.78,144.9295,Western Metropolitan,6567
Ascot Vale,2,610000,5.9,3032,2,1,1,301,104,1995,-37.7791,144.914,Western Metropolitan,6567
Ascot Vale,3,940000,5.9,3032,3,3,1,491,127,1950,-37.7727,144.9136,Western Metropolitan,6567
Ascot Vale,3,890000,5.9,3032,3,1,1,242,110,1920,-37.7765,144.9114,Western Metropolitan,6567
Ascot Vale,3,1180000,5.9,3032,3,2,2,617,149,1930,-37.7742,144.906,Western Metropolitan,6567
Ascot Vale,4,1480000,5.9,3032,4,2,2,597,180,1939,-37.7757,144.9088,Western Metropolitan,6567
Ascot Vale,2,1150000,5.9,3032,2,1,1,387,,,-37.7734,144.9191,Western Metropolitan,6567
Ascot Vale,3,1350000,5.9,3032,3,1,3,575,,,-37.7828,144.9049,Western Metropolitan,6567
Ascot Vale,5,1905000,5.9,3032,5,2,2,521,,,-37.7778,144.9261,Western Metropolitan,6567
Ascot Vale,2,865000,5.9,3032,2,2,1,146,132,2015,-37.7713,144.9038,Western Metropolitan,6567
Ascot Vale,2,705000,5.9,3032,2,2,1,113,,1998,-37.7712,144.9088,Western Metropolitan,6567
Ascot Vale,2,442000,5.9,3032,2,1,1,0,62,1975,-37.7733,144.9219,Western Metropolitan,6567
Ascot Vale,2,540000,5.9,3032,2,2,1,0,,,-37.7786,144.9141,Western Metropolitan,6567
Ascot Vale,3,1037500,5.9,3032,3,1,2,506,110,1920,-37.7779,144.9133,Western Metropolitan,6567
Ascot Vale,3,1050000,5.9,3032,3,2,2,318,160,2013,-37.7744,144.9035,Western Metropolitan,6567
Ascot Vale,2,440000,5.9,3032,2,1,1,0,65,1970,-37.7749,144.9137,Western Metropolitan,6567
Ascot Vale,2,1010000,5.9,3032,2,1,1,325,,,-37.7722,144.9117,Western Metropolitan,6567
Ascot Vale,4,1430000,5.9,3032,4,2,0,418,158,1900,-37.7766,144.9187,Western Metropolitan,6567
Ascot Vale,2,570000,5.9,3032,2,1,1,0,,,-37.7779,144.9137,Western Metropolitan,6567
Ascot Vale,2,690000,5.9,3032,2,1,1,0,,,-37.7728,144.9169,Western Metropolitan,6567
Ascot Vale,3,1291000,5.9,3032,3,1,2,414,,,-37.7766,144.9185,Western Metropolitan,6567
Ascot Vale,3,1130000,5.9,3032,3,2,1,272,157,1900,-37.7774,144.928,Western Metropolitan,6567
Ascot Vale,3,1135000,5.9,3032,3,1,1,296,104,1910,-37.777,144.9176,Western Metropolitan,6567
Ascot Vale,4,950000,5.9,3032,4,2,1,298,147,1920,-37.7778,144.9131,Western Metropolitan,6567
Ascot Vale,3,790000,5.9,3032,3,2,1,0,148,,-37.7722,144.9163,Western Metropolitan,6567
Ascot Vale,2,390000,5.9,3032,2,1,1,1957,69,2012,-37.7731,144.9074,Western Metropolitan,6567
Ascot Vale,4,1345000,5.9,3032,4,1,1,552,155,1920,-37.7769,144.9138,Western Metropolitan,6567
Ascot Vale,3,1381500,5.9,3032,3,2,2,416,168,1900,-37.7727,144.9055,Western Metropolitan,6567
Ascot Vale,3,940000,5.9,3032,3,2,2,285,172,2011,-37.7778,144.9061,Western Metropolitan,6567
Ascot Vale,3,995000,5.9,3032,3,2,1,314,177,2010,-37.7778,144.9042,Western Metropolitan,6567
Ascot Vale,3,1050000,5.9,3032,3,1,3,536,,,-37.7728,144.9076,Western Metropolitan,6567
Ascot Vale,3,786000,5.9,3032,3,2,1,576,120,1940,-37.7816,144.9217,Western Metropolitan,6567
Ascot Vale,2,705000,5.9,3032,2,1,3,252,108,1910,-37.7825,144.9206,Western Metropolitan,6567
Ascot Vale,2,760000,5.9,3032,2,1,1,124,77,1900,-37.7807,144.9285,Western Metropolitan,6567
Ascot Vale,3,487500,5.9,3032,3,1,3,0,,1972,-37.7723,144.9094,Western Metropolitan,6567
Ascot Vale,3,1000000,5.9,3032,3,2,2,200,144,2003,-37.7766,144.9277,Western Metropolitan,6567
Ascot Vale,4,1110000,5.9,3032,4,2,1,349,,1920,-37.7775,144.913,Western Metropolitan,6567
Ascot Vale,4,1300000,5.9,3032,4,1,4,664,,,-37.7765,144.9132,Western Metropolitan,6567
Ascot Vale,3,1060000,5.9,3032,3,1,1,555,,,-37.7767,144.9125,Western Metropolitan,6567
Ascot Vale,3,1410000,5.9,3032,3,2,2,459,,,-37.7767,144.9124,Western Metropolitan,6567
Ascot Vale,3,1305000,5.9,3032,2,1,1,278,166,1900,-37.7768,144.9223,Western Metropolitan,6567
Ascot Vale,3,932500,5.9,3032,3,2,1,254,,,-37.7738,144.9215,Western Metropolitan,6567
Ascot Vale,3,965000,5.9,3032,3,1,0,216,,,-37.7792,144.9297,Western Metropolitan,6567
Ascot Vale,3,1215000,5.9,3032,3,1,1,452,175,1960,-37.7762,144.9174,Western Metropolitan,6567
Ascot Vale,2,545000,5.9,3032,2,1,2,194,71,1900,-37.7772,144.9118,Western Metropolitan,6567
Ascot Vale,4,1705000,5.9,3032,4,2,4,598,273,2012,-37.7774,144.9104,Western Metropolitan,6567
Ascot Vale,3,970000,5.9,3032,2,1,1,194,,,-37.7756,144.921,Western Metropolitan,6567
Ascot Vale,2,925000,5.9,3032,2,1,1,407,,,-37.7756,144.9105,Western Metropolitan,6567
Ashburton,4,2650000,11,3147,4,3,2,753,399,2015,-37.8669,145.0767,Southern Metropolitan,3052
Ashburton,3,1670000,11,3147,3,2,2,599,220,1930,-37.8673,145.0688,Southern Metropolitan,3052
Ashburton,3,955000,11,3147,3,2,2,203,,,-37.8655,145.0807,Southern Metropolitan,3052
Ashburton,3,2050000,11,3147,3,3,4,310,315,2014,-37.874,145.0714,Southern Metropolitan,3052
Ashburton,2,500000,11,3147,2,1,1,710,,2010,-37.8636,145.0794,Southern Metropolitan,3052
Ashburton,2,1575000,11,3147,2,1,2,679,,,-37.869,145.0822,Southern Metropolitan,3052
Ashburton,3,1555000,11,3147,3,2,2,731,149,1935,-37.8666,145.0676,Southern Metropolitan,3052
Ashburton,3,1100000,11,3147,3,3,2,276,178,2004,-37.8699,145.0778,Southern Metropolitan,3052
Ashburton,3,1337000,11,3147,3,1,2,583,112,1950,-37.8685,145.0786,Southern Metropolitan,3052
Ashburton,8,2950000,11,3147,9,7,4,1472,618,2009,-37.8729,145.0788,Southern Metropolitan,3052
Ashburton,4,2215000,11,3147,4,2,1,681,,1940,-37.8612,145.0858,Southern Metropolitan,3052
Ashburton,3,1518000,11,3147,3,2,2,516,145,1920,-37.8675,145.0668,Southern Metropolitan,3052
Ashburton,3,1710000,11,3147,3,1,2,806,101,1950,-37.8695,145.084,Southern Metropolitan,3052
Ashburton,3,1655000,11,3147,3,1,3,780,152,1940,-37.8599,145.0815,Southern Metropolitan,3052
Ashburton,4,1550000,11,3147,4,2,2,780,180,1938,-37.86,145.0817,Southern Metropolitan,3052
Ashburton,3,1662000,11,3147,3,2,2,351,228,2006,-37.8742,145.07,Southern Metropolitan,3052
Ashburton,3,1665000,11,3147,3,2,3,702,145,1945,-37.8737,145.0695,Southern Metropolitan,3052
Ashburton,2,1445000,11,3147,2,1,2,704,,,-37.8745,145.0738,Southern Metropolitan,3052
Ashburton,5,3510000,11,3147,5,5,2,755,444,2015,-37.8598,145.0796,Southern Metropolitan,3052
Ashburton,3,968000,11,3147,3,1,1,227,,,-37.8709,145.0857,Southern Metropolitan,3052
Ashburton,3,900000,11,3147,3,2,2,153,110,1990,-37.8655,145.0808,Southern Metropolitan,3052
Ashburton,3,1500000,11,3147,3,1,2,545,,,-37.8605,145.0833,Southern Metropolitan,3052
Ashburton,5,2752000,11,3147,6,4,2,1075,390,2010,-37.8714,145.073,Southern Metropolitan,3052
Ashburton,3,1500000,11,3147,3,2,2,710,139,1945,-37.8653,145.0897,Southern Metropolitan,3052
Ashburton,4,1800000,11,3147,4,2,4,749,206,1950,-37.8669,145.077,Southern Metropolitan,3052
Ashburton,3,1830000,11,3147,3,2,3,724,168,1940,-37.8619,145.0879,Southern Metropolitan,3052
Ashburton,3,1415000,11,3147,3,1,1,605,111,1950,-37.8703,145.0774,Southern Metropolitan,3052
Ashburton,2,1440000,11,3147,2,1,1,687,104,1940,-37.872,145.0692,Southern Metropolitan,3052
Ashburton,4,1250000,11,3147,4,2,2,321,199,2007,-37.8693,145.08,Southern Metropolitan,3052
Ashburton,3,1422000,11,3147,3,1,2,583,,,-37.8679,145.0781,Southern Metropolitan,3052
Ashburton,5,1600000,11,3147,5,3,4,700,266,1950,-37.8724,145.0758,Southern Metropolitan,3052
Ashburton,4,1860000,11,3147,4,2,3,696,274,2000,-37.8711,145.0746,Southern Metropolitan,3052
Ashburton,3,1710000,11,3147,3,2,2,295,,1990,-37.8624,145.0798,Southern Metropolitan,3052
Ashburton,4,1790000,11,3147,4,2,2,514,240,1935,-37.8664,145.0772,Southern Metropolitan,3052
Ashburton,4,1950000,11,3147,4,2,2,844,278,1940,-37.8715,145.0688,Southern Metropolitan,3052
Ashburton,3,1600000,11,3147,3,1,2,637,,,-37.8645,145.0797,Southern Metropolitan,3052
Ashburton,3,1320000,11,3147,3,1,2,1063,,,-37.8752,145.0754,Southern Metropolitan,3052
Ashburton,3,1650000,11,3147,3,1,1,697,164,1947,-37.8636,145.0903,Southern Metropolitan,3052
Ashwood,2,995000,12.2,3147,2,1,1,583,,1950,-37.8693,145.1082,Southern Metropolitan,2894
Ashwood,3,1250000,12.2,3147,3,1,1,842,,,-37.867,145.1092,Southern Metropolitan,2894
Ashwood,3,1045000,12.2,3147,3,2,2,467,,,-37.8639,145.0968,Southern Metropolitan,2894
Ashwood,4,1200000,12.2,3147,4,3,2,372,201,2016,-37.8716,145.0999,Southern Metropolitan,2894
Ashwood,2,1075000,12.2,3147,2,1,2,695,114,1950,-37.8694,145.0944,Southern Metropolitan,2894
Ashwood,4,1500000,12.2,3147,2,2,2,621,203,2000,-37.8647,145.1023,Southern Metropolitan,2894
Ashwood,3,1120000,12.2,3147,3,1,2,723,,,-37.8642,145.1109,Southern Metropolitan,2894
Ashwood,2,700000,12.2,3147,2,1,2,367,110,1970,-37.8662,145.109,Southern Metropolitan,2894
Ashwood,3,761000,12.2,3147,3,2,4,400,94,1950,-37.8675,145.106,Southern Metropolitan,2894
Ashwood,4,1270000,12.2,3147,4,2,1,724,,,-37.8651,145.1109,Southern Metropolitan,2894
Ashwood,4,1510000,12.2,3147,4,2,2,526,,,-37.8661,145.1013,Southern Metropolitan,2894
Ashwood,3,1365000,12.2,3147,3,1,1,792,792,1950,-37.864,145.0972,Southern Metropolitan,2894
Ashwood,4,1100000,12.2,3147,3,2,2,803,152,1970,-37.8621,145.1126,Southern Metropolitan,2894
Ashwood,4,1415000,12.2,3147,4,3,2,724,,,-37.8651,145.1107,Southern Metropolitan,2894
Ashwood,2,690000,12.2,3147,2,1,1,216,90,2003,-37.8711,145.1017,Southern Metropolitan,2894
Ashwood,3,1631000,12.2,3147,3,2,3,782,215,1950,-37.8621,145.1021,Southern Metropolitan,2894
Ashwood,4,1500000,12.2,3147,4,2,1,593,255,1930,-37.8655,145.096,Southern Metropolitan,2894
Ashwood,3,1060000,12.2,3147,2,1,2,772,,,-37.8707,145.1036,Southern Metropolitan,2894
Ashwood,5,1529500,12.2,3147,5,3,2,585,317,2000,-37.8637,145.1024,Southern Metropolitan,2894
Ashwood,2,600000,12.2,3147,2,1,1,153,80,1970,-37.8696,145.0962,Southern Metropolitan,2894
Ashwood,2,535000,12.2,3147,2,1,1,72,,,-37.8702,145.1042,Southern Metropolitan,2894
Ashwood,3,785000,12.2,3147,3,1,1,557,,1960,-37.8671,145.1117,Southern Metropolitan,2894
Ashwood,4,1240000,12.2,3147,4,2,2,766,192,1950,-37.8629,145.1097,Southern Metropolitan,2894
Ashwood,2,700000,12.2,3147,2,1,2,192,88,2007,-37.8709,145.102,Southern Metropolitan,2894
Ashwood,4,1350000,12.2,3147,4,2,1,727,,,-37.8669,145.1106,Southern Metropolitan,2894
Ashwood,2,1110000,12.2,3147,2,1,1,586,86,1950,-37.8683,145.1082,Southern Metropolitan,2894
Ashwood,3,1305000,12.2,3147,3,1,1,760,120,1960,-37.858,145.1038,Southern Metropolitan,2894
Ashwood,3,855000,12.2,3147,3,2,1,320,85,1958,-37.87,145.1103,Southern Metropolitan,2894
Ashwood,3,900500,12.2,3147,3,2,2,256,134,2012,-37.8655,145.1096,Southern Metropolitan,2894
Ashwood,3,1200000,12.2,3147,3,2,2,839,198,1970,-37.8614,145.1098,Southern Metropolitan,2894
Ashwood,3,830000,12.2,3147,2,1,2,212,130,2012,-37.8723,145.1089,Southern Metropolitan,2894
Avondale Heights,3,850000,10.5,3034,3,1,1,593,118,1970,-37.7677,144.8674,Western Metropolitan,4502
Avondale Heights,3,750000,10.5,3034,3,1,1,0,103,1980,-37.7634,144.8611,Western Metropolitan,4502
Avondale Heights,3,851000,10.5,3034,3,3,1,557,181,2017,-37.77,144.8572,Western Metropolitan,4502
Avondale Heights,3,848000,10.5,3034,3,1,2,542,,,-37.7706,144.8629,Western Metropolitan,4502
Avondale Heights,4,806000,10.5,3034,4,2,1,350,,2008,-37.7676,144.859,Western Metropolitan,4502
Avondale Heights,4,1155000,10.5,3034,3,2,2,569,225,2008,-37.7654,144.8655,Western Metropolitan,4502
Avondale Heights,3,670000,10.5,3034,3,2,2,671,,,-37.7593,144.871,Western Metropolitan,4502
Avondale Heights,4,1200000,10.5,3034,4,5,4,673,,,-37.7545,144.8736,Western Metropolitan,4502
Avondale Heights,3,636000,10.5,3034,2,1,2,571,,,-37.7605,144.8581,Western Metropolitan,4502
Avondale Heights,3,680000,10.5,3034,3,1,2,570,120,1970,-37.7591,144.8542,Western Metropolitan,4502
Avondale Heights,4,1160000,10.5,3034,4,3,2,789,,,-37.7537,144.8729,Western Metropolitan,4502
Avondale Heights,3,750000,10.5,3034,3,1,1,529,,,-37.7721,144.8576,Western Metropolitan,4502
Avondale Heights,3,627500,10.5,3034,3,1,1,550,143,1970,-37.7632,144.8622,Western Metropolitan,4502
Avondale Heights,3,880000,10.5,3034,3,2,2,339,,,-37.7519,144.8534,Western Metropolitan,4502
Avondale Heights,4,950000,10.5,3034,4,3,3,761,281,1970,-37.7524,144.8714,Western Metropolitan,4502
Avondale Heights,4,1600000,10.5,3034,4,3,3,1801,,,-37.7532,144.8766,Western Metropolitan,4502
Avondale Heights,2,585000,10.5,3034,2,1,1,136,,2012,-37.7623,144.8613,Western Metropolitan,4502
Avondale Heights,3,650000,10.5,3034,3,1,3,574,,,-37.7627,144.857,Western Metropolitan,4502
Avondale Heights,3,725000,10.5,3034,3,1,4,606,,,-37.752,144.854,Western Metropolitan,4502
Avondale Heights,3,665000,10.5,3034,3,2,1,289,,,-37.7644,144.8657,Western Metropolitan,4502
Avondale Heights,3,560500,10.5,3034,3,1,1,177,,,-37.7664,144.8583,Western Metropolitan,4502
Avondale Heights,3,615000,10.5,3034,3,1,2,649,,,-37.758,144.86,Western Metropolitan,4502
Avondale Heights,3,845000,10.5,3034,3,1,3,704,,,-37.7681,144.8592,Western Metropolitan,4502
Avondale Heights,3,585000,10.5,3034,3,1,2,322,,,-37.7686,144.8576,Western Metropolitan,4502
Avondale Heights,2,440000,10.5,3034,2,1,1,263,,1999,-37.7697,144.8657,Western Metropolitan,4502
Avondale Heights,3,850000,10.5,3034,3,1,2,766,149,,-37.7522,144.8518,Western Metropolitan,4502
Avondale Heights,5,850000,10.5,3034,5,2,4,574,,,-37.7639,144.8615,Western Metropolitan,4502
Avondale Heights,3,705000,10.5,3034,3,1,1,581,106,1960,-37.7691,144.8575,Western Metropolitan,4502
Avondale Heights,4,1100000,10.5,3034,4,3,2,873,395,1992,-37.7609,144.8639,Western Metropolitan,4502
Avondale Heights,3,892500,10.5,3034,3,1,1,586,118,1965,-37.7642,144.8603,Western Metropolitan,4502
Avondale Heights,3,695000,10.5,3034,3,1,2,588,,,-37.771,144.8586,Western Metropolitan,4502
Avondale Heights,2,522500,10.5,3034,2,1,1,220,101,1995,-37.756,144.8641,Western Metropolitan,4502
Avondale Heights,4,680000,10.5,3034,4,2,2,554,140,1960,-37.7649,144.8633,Western Metropolitan,4502
Avondale Heights,3,500000,10.5,3034,3,1,1,260,,1990,-37.7507,144.8576,Western Metropolitan,4502
Avondale Heights,2,550000,10.5,3034,2,1,2,158,,1993,-37.7592,144.8681,Western Metropolitan,4502
Avondale Heights,3,730000,10.5,3034,3,2,2,705,,,-37.766,144.8596,Western Metropolitan,4502
Avondale Heights,3,875000,10.5,3034,3,1,3,812,117,1960,-37.765,144.8578,Western Metropolitan,4502
Avondale Heights,3,850000,10.5,3034,3,2,8,585,,,-37.751,144.8571,Western Metropolitan,4502
Avondale Heights,3,635000,10.5,3034,3,1,1,597,,,-37.7568,144.8572,Western Metropolitan,4502
Avondale Heights,4,762000,10.5,3034,4,2,2,589,150,1961,-37.7573,144.8534,Western Metropolitan,4502
Avondale Heights,2,411000,10.5,3034,2,1,1,0,85,1995,-37.7608,144.863,Western Metropolitan,4502
Avondale Heights,4,790000,10.5,3034,4,2,2,570,,,-37.7513,144.859,Western Metropolitan,4502
Avondale Heights,4,605000,10.5,3034,4,1,0,569,,,-37.7563,144.8601,Western Metropolitan,4502
Avondale Heights,3,805000,10.5,3034,3,2,2,593,103,1970,-37.7607,144.8581,Western Metropolitan,4502
Avondale Heights,4,890000,10.5,3034,4,2,4,585,,1960,-37.757,144.8566,Western Metropolitan,4502
Avondale Heights,3,795000,10.5,3034,3,1,1,549,,,-37.7644,144.8575,Western Metropolitan,4502
Avondale Heights,3,634000,10.5,3034,4,2,1,582,153,1950,-37.7584,144.8568,Western Metropolitan,4502
Avondale Heights,3,642000,10.5,3034,3,1,1,590,,1960,-37.7567,144.8572,Western Metropolitan,4502
Avondale Heights,3,863000,10.5,3034,3,2,3,638,,,-37.7546,144.8585,Western Metropolitan,4502
Avondale Heights,3,740000,10.5,3034,3,1,2,607,,,-37.7546,144.857,Western Metropolitan,4502
Balaclava,4,1819000,6.6,3183,3,2,1,244,180,1900,-37.8668,144.9928,Southern Metropolitan,2952
Balaclava,2,410000,6.6,3183,2,1,2,0,61,1965,-37.8731,144.9958,Southern Metropolitan,2952
Balaclava,1,280000,6.6,3183,1,1,1,0,,,-37.8733,144.997,Southern Metropolitan,2952
Balaclava,2,1015000,6.6,3183,2,1,2,114,120,2000,-37.8723,144.9961,Southern Metropolitan,2952
Balaclava,2,502500,6.6,3183,2,1,1,0,65,1960,-37.8725,144.9952,Southern Metropolitan,2952
